genome	source	strains	expand	GTDB_capture	novo	contigs	genome_size	avg_len	N50_len	N90_len	GC	completeness	contamination	gene	5S	16S	23S	tRNA	quality	domain	phylum	class	order	family	genus	species
PN6RD.vae.25455	metagenome-assembly	3	No	No	No	71	1953856	27519.1	45158	13066	56.92	96.25	0.97	1824	1	0	0	46	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__
PN6RD.vae.2816	metagenome-assembly	1	Yes	No	Yes	313	1945387	6215.29	7518	3185	57.1	78.45	3.05	1828	1	0	0	28	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__
PN6RD.vae.355	metagenome-assembly	1	Yes	No	Yes	965	2473017	2562.71	2644	1703	67.01	52.41	0.4	1180	0	0	2	26	medium-quality	d__Bacteria	p__Chloroflexota	c__Chloroflexia	o__Thermomicrobiales	f__UBA6265	g__JACCVC01	s__
PN6RD.vae.5253	metagenome-assembly	1	Yes	No	Yes	420	1893304	4507.87	5314	2481	50.02	76.21	4.68	1839	0	0	0	24	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__CAG-115	s__
PN6RD.vae.642	metagenome-assembly	1	Yes	Yes	No	909	2591930	2851.41	3025	1758	69.48	55.36	5.89	2141	0	0	0	17	medium-quality	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Mycobacteriales	f__Mycobacteriaceae	g__Mycobacterium	s__Mycobacterium kumamotonense
PN6RD.vae.8761	metagenome-assembly	1	No	No	No	110	944357	8585.06	11167	4238	61.29	58.7	0.06	1194	1	2	0	22	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Enterenecus	s__
PN6RD.vae.921	metagenome-assembly	1	No	Yes	No	62	2468642	39816.8	51964	20446	46.05	88.75	0.18	1742	0	0	0	36	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__SIG307	s__SIG307 sp945622055
PN6RE.bin.46	metagenome-assembly	2	Yes	Yes	No	311	1228294	3949.5	4410	2222	50.34	50.46	0.2	1305	0	0	0	23	medium-quality	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__SFRY01	s__SFRY01 sp004562065
PN6RE.bin.54	metagenome-assembly	1	Yes	Yes	No	535	1305287	2439.79	2472	1674	59.34	55.42	1.11	1556	0	0	0	9	medium-quality	d__Bacteria	p__Bacillota	c__Bacilli	o__Thermoactinomycetales	f__DSM-44946	g__Planifilum	s__Planifilum fimeticola
PN6RE.vae.18336	metagenome-assembly	23	No	Yes	No	111	2699283	24317.87	37495	11985	47.49	89.94	0.17	1501	1	0	0	42	medium-quality	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__SFTJ01	s__SFTJ01 sp945612775
PN6RE.vae.18720	metagenome-assembly	11	Yes	No	Yes	177	1748149	9876.55	12512	5060	41.51	97.33	0.15	1705	0	0	0	28	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Peptostreptococcales	f__Anaerovoracaceae	g__Emergencia	s__
PN6RE.vae.2948	metagenome-assembly	22	No	Yes	No	184	1870564	10166.11	14876	4660	51.52	74.13	0.15	3404	0	0	0	38	medium-quality	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides sp900769145
PN6RE.vae.4061	metagenome-assembly	1	No	Yes	No	46	1173623	25513.54	32660	13720	35.25	93.2	0.01	1209	0	2	2	39	medium-quality	d__Bacteria	p__Bacillota	c__Bacilli	o__RFN20	f__CAG-826	g__RUG13091	s__RUG13091 sp016298185
PN6RE.vae.4616	metagenome-assembly	11	Yes	No	Yes	109	2487806	22823.91	40788	12702	46.94	90.19	1.57	1524	0	0	0	39	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__UMGS1889	s__
PN6RE.vae.5312	metagenome-assembly	2	Yes	No	Yes	53	2067980	39018.49	68808	18815	40.7	95.22	0.12	1336	0	0	0	40	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__UBA6857	s__
PN6RE.vae.9055	metagenome-assembly	24	No	Yes	No	139	1581229	11375.75	15668	5672	43.86	94.17	0.2	3088	0	2	2	27	medium-quality	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Coprenecus	s__Coprenecus sp945787505
PN6RF.bin.124	metagenome-assembly	1	Yes	No	Yes	289	2774593	9600.67	12915	4462	48.36	82.91	4.45	2721	0	0	0	33	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__VSOB01	s__
PN6RF.bin.135	metagenome-assembly	2	Yes	No	Yes	187	1927208	10305.92	16524	4232	55.24	73.78	1.04	1528	1	0	0	25	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__
PN6RF.bin.151	metagenome-assembly	1	Yes	Yes	No	430	1112471	2587.14	2614	1673	62.56	50.09	3.83	1633	0	0	0	19	medium-quality	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__UMGS124	g__UMGS124	s__UMGS124 sp019420325
PN6RF.bin.162	metagenome-assembly	5	No	Yes	No	62	1655940	26708.71	53636	13586	64.57	83	0.87	1779	0	0	0	33	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Dysosmobacter	s__Dysosmobacter sp004553545
PN6RF.bin.174	metagenome-assembly	1	Yes	No	Yes	52	2000076	38463	81850	18441	40.32	98.37	0.66	2171	1	0	0	37	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Eubacterium_R	s__
PN6RF.bin.18	metagenome-assembly	1	Yes	No	Yes	183	2153107	11765.61	19592	5266	29.97	54.6	1.83	1741	1	0	0	18	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__
PN6RF.bin.20	metagenome-assembly	2	Yes	Yes	No	61	2278642	37354.79	55340	16877	61.12	87.75	0.78	1822	2	0	0	31	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Evtepia	s__Evtepia sp016296565
PN6RF.bin.48	metagenome-assembly	1	Yes	No	Yes	49	1973342	40272.29	70559	21538	56.36	95.97	0.04	1885	0	2	0	50	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__
PN6RF.vae.11272	metagenome-assembly	1	No	No	No	541	2777339	5133.71	7173	2193	39.76	63.61	8.7	1810	0	1	1	46	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__MD308	s__
PN6RF.vae.16804	metagenome-assembly	1	Yes	Yes	No	204	505598	2478.42	2435	1704	26.35	50.88	1.58	1959	0	0	0	8	medium-quality	d__Bacteria	p__Bacillota	c__Bacilli	o__RFN20	f__CAG-826	g__Onthovivens	s__Onthovivens sp016302065
PN6RF.vae.27684	metagenome-assembly	1	Yes	No	Yes	313	1953206	6240.27	7983	3014	46.88	72.3	0.55	1449	0	0	0	23	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Wujia	s__
PN6RF.vae.28618	metagenome-assembly	2	Yes	Yes	No	139	1575013	11331.03	17476	4491	57.83	69.46	0.1	1955	0	0	0	24	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__Faecousia sp004555705
PN6RF.vae.32939	metagenome-assembly	2	No	Yes	No	61	1761006	28868.95	41433	15865	54.63	96.31	1.32	1683	0	0	0	29	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__F23-B02	s__F23-B02 sp945613045
PN6RF.vae.33473	metagenome-assembly	5	Yes	No	Yes	11	824653	74968.45	130917	49460	34.88	97.2	0	725	0	0	0	39	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__RUG12519	s__
PN6RF.vae.34930	metagenome-assembly	2	Yes	No	Yes	74	1692987	22878.2	37490	9985	27.74	100	1.46	1657	1	0	0	26	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__TANB77	f__CAG-508	g__CAG-269	s__
PN6RF.vae.4844	metagenome-assembly	1	No	No	No	340	1243179	3656.41	4064	2176	44.7	57.74	1.91	1419	1	0	0	20	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__CAG-488	s__
PN6RF.vae.73298	metagenome-assembly	1	Yes	No	Yes	32	1781804	55681.38	86042	29511	60.35	90.09	1.16	2227	2	0	0	30	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Pelethomonas	s__
PN6RF.vae.7445	metagenome-assembly	1	No	No	No	86	1396233	16235.27	42952	6759	27.72	92.73	4.77	1617	0	0	2	31	medium-quality	d__Bacteria	p__Bacillota	c__Bacilli	o__RF39	f__UBA660	g__CAG-302	s__
PN6RF.vae.7774	metagenome-assembly	6	Yes	Yes	No	183	2270338	12406.22	17942	6213	49.57	93.52	0.72	2258	0	0	2	40	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Clostridium_Q	s__Clostridium_Q sp016302185
PN6RF.vae.96620	metagenome-assembly	13	No	No	No	82	2766653	33739.67	53036	16850	49.78	91.83	0.01	2158	0	0	0	47	medium-quality	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__CALZFJ01	s__
PN6RG.bin.100	metagenome-assembly	1	Yes	No	Yes	382	1245947	3261.64	3484	1976	47.98	53.76	1.14	3768	1	0	0	13	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__UBA6857	s__
PN6RG.bin.102	metagenome-assembly	6	Yes	Yes	No	190	3653562	19229.27	41912	7672	43.22	99.96	1.27	2163	4	1	0	27	medium-quality	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__DSM-1321	g__Pradoshia	s__Pradoshia sp001183965
PN6RG.bin.120	metagenome-assembly	28	No	Yes	No	26	2185557	84059.88	284614	68681	37.21	99.75	0.34	1744	2	0	0	43	medium-quality	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Paludibacteraceae	g__Aphodosoma	s__Aphodosoma sp016292775
PN6RG.bin.156	metagenome-assembly	1	Yes	No	Yes	424	1215813	2867.48	2979	1817	56.85	50.69	1.32	1335	0	0	0	17	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__CAKXIK01	s__
PN6RG.bin.19	metagenome-assembly	1	Yes	No	Yes	390	1112092	2851.52	3018	1801	62.74	53.75	3.26	1272	0	0	0	12	medium-quality	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Verrucomicrobiales	f__Akkermansiaceae	g__Akkermansia	s__
PN6RG.bin.31	metagenome-assembly	1	Yes	No	Yes	312	1627423	5216.1	6481	2430	57.48	53.26	6.65	1634	2	0	0	19	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__
PN6RG.vae.12596	metagenome-assembly	17	No	Yes	No	91	1482002	16285.74	26203	6689	45.41	97.63	0.03	2416	1	0	0	33	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Peptostreptococcales	f__Anaerovoracaceae	g__Lentihominibacter	s__Lentihominibacter sp022780965
PN6RG.vae.12831	metagenome-assembly	1	Yes	No	Yes	1391	4980131	3580.25	3978	2006	73.69	72.37	7.41	1776	0	0	0	38	medium-quality	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Streptosporangiales	f__Streptosporangiaceae	g__Spirillospora	s__
PN6RG.vae.26675	metagenome-assembly	3	No	No	No	174	931763	5354.96	6979	2713	27.93	95.38	0.97	1039	0	0	0	23	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__TANB77	f__CAG-508	g__HGM13634	s__
PN6RG.vae.2753	metagenome-assembly	1	Yes	No	Yes	297	1080769	3638.95	4271	1890	24.22	57.62	6.53	1371	0	0	0	26	medium-quality	d__Bacteria	p__Bacillota	c__Bacilli	o__RF39	f__UBA660	g__	s__
PN6RG.vae.4377	metagenome-assembly	1	Yes	No	Yes	1162	2987137	2570.69	2561	1676	73.86	50.11	3	2499	0	0	0	31	medium-quality	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Mycobacteriales	f__Micromonosporaceae	g__Natronosporangium	s__
PN6RG.vae.71521	metagenome-assembly	2	Yes	No	Yes	322	1030504	3200.32	3625	1840	32.78	78.78	3.67	1787	1	2	2	27	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__TANB77	f__RGIG9151	g__RGIG9151	s__
PN6RH.bin.111	metagenome-assembly	15	No	Yes	No	137	1828003	13343.09	22715	5883	50.78	98.47	0.14	1598	2	2	2	38	high-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__Faecousia sp016296045
PN6RH.bin.131	metagenome-assembly	12	No	Yes	No	99	2379066	24030.97	39832	12332	45.09	99.89	0.16	2216	5	2	0	42	medium-quality	d__Bacteria	p__Spirochaetota	c__Spirochaetia	o__Treponematales	f__Treponemataceae	g__Treponema_F	s__Treponema_F sp016294105
PN6RH.bin.22	metagenome-assembly	2	Yes	No	Yes	326	1693670	5195.31	6002	2723	58.62	69.6	1.91	1737	0	0	0	29	medium-quality	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Alloprevotella	s__
PN6RH.vae.20397	metagenome-assembly	4	No	Yes	No	79	1426309	18054.54	22946	9773	52.32	81.97	1.17	1671	1	4	2	25	medium-quality	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	s__Alistipes sp945494785
PN6RH.vae.4521	metagenome-assembly	1	Yes	No	Yes	730	2464413	3375.91	3658	1978	72.68	70.24	6.3	1244	0	0	0	30	medium-quality	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Propionibacteriales	f__Nocardioidaceae	g__Nocardioides	s__
PN6RH.vae.5507	metagenome-assembly	2	No	No	No	52	1761513	33875.25	63174	17283	38.62	99	0.02	1829	1	0	0	35	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__SIG575	s__
PN6RH.vae.7808	metagenome-assembly	10	No	No	No	105	2164781	20616.96	33211	10227	46.82	85.39	0.32	2074	0	0	2	32	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__W0P33-017	s__
PN6RI.bin.1	metagenome-assembly	1	No	No	No	275	1013972	3687.17	3944	2053	39.49	68.39	1.1	1934	0	0	0	22	medium-quality	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__RF32	f__CAG-239	g__RUG410	s__
PN6RI.bin.103	metagenome-assembly	1	Yes	No	Yes	768	1876449	2443.29	2496	1627	44.35	55.35	6.57	1500	0	0	0	8	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__TWA4	s__
PN6RI.bin.110	metagenome-assembly	3	Yes	No	Yes	119	1920243	16136.5	27116	7972	58.14	87.47	3.5	1670	0	1	0	36	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__CAG-170	s__
PN6RI.bin.111	metagenome-assembly	1	Yes	No	Yes	457	1496388	3274.37	3561	2018	48.76	67.84	1.17	2266	0	0	0	16	medium-quality	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Edaphocola	s__
PN6RI.bin.121	metagenome-assembly	1	Yes	No	Yes	727	2203660	3031.17	3289	1831	61.83	55.36	3.29	1229	0	0	0	25	medium-quality	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Micrococcaceae	g__Glutamicibacter	s__
PN6RI.bin.149	metagenome-assembly	1	Yes	No	Yes	103	3911454	37975.28	69665	21135	72.7	96.14	2.28	2856	2	0	2	39	medium-quality	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Propionibacteriales	f__Nocardioidaceae	g__Nocardioides	s__
PN6RI.bin.168	metagenome-assembly	8	No	No	No	221	2341529	10595.15	15763	4834	56.59	93.87	3.02	1433	0	0	0	37	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Limivicinus	s__
PN6RI.bin.183	metagenome-assembly	77	No	Yes	No	200	1607622	8038.11	11030	3822	53.67	96.72	0.66	1621	0	2	0	32	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__CAG-138	g__SFEL01	s__SFEL01 sp004557245
PN6RI.bin.187	metagenome-assembly	1	Yes	No	Yes	129	3706175	28730.04	48879	13993	64.17	97.9	2.15	3176	0	2	0	39	medium-quality	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__VLJP01	s__
PN6RI.bin.195	metagenome-assembly	1	Yes	No	Yes	162	3562976	21993.68	39336	12017	70.88	99.87	0.14	3602	2	0	0	52	medium-quality	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Dermabacteraceae	g__Brachybacterium	s__
PN6RI.bin.29	metagenome-assembly	1	Yes	Yes	No	208	3526769	16955.62	26549	8724	73.87	98.73	0.9	3428	1	0	2	39	medium-quality	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Beutenbergiaceae	g__Pseudactinotalea	s__Pseudactinotalea caeni
PN6RI.bin.57	metagenome-assembly	1	Yes	No	Yes	377	1640804	4352.27	5163	2081	70.31	71.12	3.03	1844	1	0	2	39	medium-quality	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Luteimonas_B	s__
PN6RI.bin.74	metagenome-assembly	1	No	No	No	59	1241629	21044.56	31871	9957	29.57	80.65	0.18	1340	0	1	0	21	medium-quality	d__Archaea	p__Methanobacteriota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__Methanobrevibacter_A	s__
PN6RI.vae.10486	metagenome-assembly	1	Yes	No	Yes	174	1247435	7169.17	12628	2727	25.52	71.86	6.31	1503	0	0	0	33	medium-quality	d__Bacteria	p__Bacillota	c__Bacilli	o__RF39	f__UBA660	g__CAKOLN01	s__
PN6RI.vae.12555	metagenome-assembly	3	No	Yes	No	234	2513551	10741.67	14431	5347	56.91	91.52	0.99	2023	0	0	0	38	medium-quality	d__Bacteria	p__Verrucomicrobiota	c__Kiritimatiellia	o__RFP12	f__UBA3636	g__JAEDLN01	s__JAEDLN01 sp016295275
PN6RI.vae.12583	metagenome-assembly	2	Yes	No	Yes	409	1900145	4645.83	5471	2428	29.71	70.03	2.41	1941	0	0	0	19	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__SIG301	s__
PN6RI.vae.13687	metagenome-assembly	1	Yes	No	Yes	772	2503396	3242.74	3167	1696	69.91	62.91	3.69	2941	1	2	3	28	medium-quality	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__UBA5794	f__ZC4RG35	g__ZC4RG17	s__
PN6RI.vae.16388	metagenome-assembly	2	Yes	No	Yes	208	2518041	12105.97	21063	5259	45.57	77.04	2.01	2482	0	0	0	34	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__UMGS2037	s__
PN6RI.vae.16674	metagenome-assembly	2	No	No	No	76	2751968	36210.11	53427	19479	50.36	85.12	0.32	2238	1	0	0	45	medium-quality	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Mediterranea	s__
PN6RI.vae.18462	metagenome-assembly	3	Yes	No	Yes	174	938934	5396.17	6395	3020	53.34	53.65	1.12	1044	1	0	0	12	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__
PN6RI.vae.2077	metagenome-assembly	2	Yes	No	Yes	328	2515420	7668.96	10620	3646	61.41	79.38	2.47	2330	1	0	0	32	medium-quality	d__Bacteria	p__Verrucomicrobiota	c__Kiritimatiellia	o__RFP12	f__UBA1067	g__UBA1067	s__
PN6RI.vae.21678	metagenome-assembly	2	No	No	No	194	632743	3261.56	3728	1820	25.8	75.67	0.95	826	0	2	2	21	medium-quality	d__Bacteria	p__Bacillota	c__Bacilli	o__RF39	f__UBA660	g__SIG200	s__
PN6RI.vae.2330	metagenome-assembly	13	Yes	No	Yes	229	2050622	8954.68	13095	3781	41.48	77.05	0.02	2109	0	3	2	29	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Marvinbryantia	s__
PN6RI.vae.2480	metagenome-assembly	3	No	No	No	114	2502700	21953.51	41326	10635	47.73	83.31	0.58	2504	0	0	0	40	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__VSOB01	s__
PN6RI.vae.25890	metagenome-assembly	34	No	Yes	No	50	2213181	44263.62	81426	21876	57.26	92.63	0.03	1911	1	1	0	42	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__CAG-138	g__UBA1685	s__UBA1685 sp004560435
PN6RI.vae.30404	metagenome-assembly	2	Yes	No	Yes	312	1443621	4626.99	5204	2625	43.83	53.81	0.34	1547	0	0	0	17	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__UBA3282	s__
PN6RI.vae.32989	metagenome-assembly	4	Yes	Yes	No	89	1099949	12358.98	18710	5642	28.28	94.29	0.94	1157	0	0	0	28	medium-quality	d__Bacteria	p__Bacillota	c__Bacilli	o__RF39	f__UBA660	g__CAG-877	s__CAG-877 sp934168205
PN6RI.vae.38263	metagenome-assembly	1	Yes	No	Yes	472	1481121	3137.97	3308	1899	35.59	50.21	1.68	1695	0	2	0	9	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Wujia	s__
PN6RI.vae.38939	metagenome-assembly	2	No	No	No	31	2839342	91591.68	119761	40791	45.34	99.66	0.07	2702	0	2	0	38	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__CAG-353	s__
PN6RJ.bin.101	metagenome-assembly	15	Yes	No	Yes	418	2867901	6861.01	9589	3079	51.93	89.72	1.95	2020	0	3	0	40	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__CAG-272	g__RGIG3925	s__
PN6RJ.bin.145	metagenome-assembly	1	Yes	No	Yes	548	1387417	2531.78	2585	1666	65.88	55.38	1.69	1643	0	2	0	31	medium-quality	d__Bacteria	p__Actinomycetota	c__Thermoleophilia	o__Solirubrobacterales	f__70-9	g__	s__
PN6RJ.vae.10831	metagenome-assembly	6	No	No	No	252	1280332	5080.68	6398	2718	61.93	69.25	0.17	1448	0	0	0	25	medium-quality	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Verrucomicrobiales	f__Akkermansiaceae	g__Akkermansia	s__
PN6RJ.vae.156555	metagenome-assembly	15	No	No	No	51	2054478	40283.88	70660	22296	53.19	96.03	2.28	3224	1	0	0	43	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__
PN6RJ.vae.1630	metagenome-assembly	9	No	Yes	No	145	2555606	17624.87	25344	8426	50.08	98.37	0.43	1768	0	4	0	48	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Acetatifactor	s__Acetatifactor sp018385425
PN6RJ.vae.20625	metagenome-assembly	1	Yes	No	Yes	266	943439	3546.76	3978	2007	38.62	51.16	0.75	2319	1	0	0	10	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__SIG575	s__
PN6RJ.vae.2555	metagenome-assembly	1	Yes	Yes	No	138	1765431	12792.98	19320	6208	34.71	91.28	1.37	1034	0	2	0	37	medium-quality	d__Bacteria	p__Cyanobacteriota	c__Vampirovibrionia	o__Gastranaerophilales	f__Gastranaerophilaceae	g__RUG841	s__RUG841 sp934754505
PN6RJ.vae.32487	metagenome-assembly	4	No	No	No	361	1772909	4911.11	5873	2513	59.35	92.52	1.39	1740	2	0	2	27	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__HGM12789	s__
PN6RJ.vae.39877	metagenome-assembly	2	Yes	No	Yes	185	1053746	5695.92	7535	2705	23.98	87.03	1.22	1343	0	0	0	21	medium-quality	d__Bacteria	p__Bacillota	c__Bacilli	o__RF39	f__UBA660	g__	s__
PN6RJ.vae.41625	metagenome-assembly	1	Yes	No	Yes	403	1972119	4893.6	5806	2510	47.21	85.95	2.16	1425	2	0	0	22	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__UBA6857	s__
PN6RJ.vae.6785	metagenome-assembly	1	Yes	No	Yes	452	1146563	2536.64	2535	1680	40.03	54.55	1.17	1476	0	1	0	21	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__SIG292	s__
PN6RJ.vae.76657	metagenome-assembly	12	No	No	No	289	1517836	5252.03	6247	2865	40.6	76.54	0.77	2286	0	0	0	28	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__1XD8-76	s__
PN6RK.bin.124	metagenome-assembly	1	Yes	Yes	No	518	2091436	4037.52	4803	2164	38.34	54.36	4.43	3956	3	2	0	8	medium-quality	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__DSM-1321	g__Peribacillus	s__Peribacillus asahii
PN6RK.bin.140	metagenome-assembly	1	Yes	Yes	No	133	1963915	14766.28	34242	5611	35.26	53.01	0.65	2618	4	2	0	13	medium-quality	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Planococcaceae	g__Ureibacillus	s__Ureibacillus endophyticus
PN6RK.bin.147	metagenome-assembly	5	Yes	Yes	No	706	4368483	6187.65	8932	2844	68.4	85.01	5.04	1562	0	2	0	36	medium-quality	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Mycobacteriales	f__Mycobacteriaceae	g__Rhodococcus	s__Rhodococcus rhodochrous
