BGC	Accession ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
PN5LF.vae.20480_k141_582025.region001	k141_582025	k141_582025	RRE-containing	RiPPs		
PN5LF.vae.20480_k141_631289.region001	k141_631289	k141_631289	ranthipeptide	RiPPs		
PN5LF.vae.23282_k141_164885.region001	k141_164885	k141_164885	ranthipeptide	RiPPs		
PN5LF.vae.23282_k141_557127.region001	k141_557127	k141_557127	RRE-containing	RiPPs		
PN5LF.vae.24624_k141_166418.region001	k141_166418	k141_166418	ranthipeptide	RiPPs		
PN5LF.vae.24624_k141_222590.region001	k141_222590	k141_222590	betalactone	Others		
PN5LF.vae.24883_k141_429473.region001	k141_429473	k141_429473	betalactone	Others		
PN5LF.vae.24883_k141_577872.region001	k141_577872	k141_577872	RRE-containing	RiPPs		
PN5LF.vae.24883_k141_99264.region001	k141_99264	k141_99264	ranthipeptide	RiPPs		
PN5LF.vae.26929_k141_396765.region001	k141_396765	k141_396765	RRE-containing	RiPPs		
PN5LF.vae.2926_k141_219269.region001	k141_219269	k141_219269	NRPS	NRPS		
PN5LF.vae.2926_k141_317042.region001	k141_317042	k141_317042	NRPS	NRPS		
PN5LF.vae.32032_k141_408027.region001	k141_408027	k141_408027	ranthipeptide	RiPPs		
PN5LF.vae.32032_k141_525255.region001	k141_525255	k141_525255	cyclic-lactone-autoinducer	RiPPs		
PN5LF.vae.3446_k141_257886.region001	k141_257886	k141_257886	ranthipeptide	RiPPs		
PN5LF.vae.3446_k141_397583.region001	k141_397583	k141_397583	cyclic-lactone-autoinducer	RiPPs		
PN5LF.vae.3446_k141_462238.region001	k141_462238	k141_462238	cyclic-lactone-autoinducer	RiPPs		
PN5LF.vae.38340_k141_713124.region001	k141_713124	k141_713124	cyclic-lactone-autoinducer	RiPPs		
PN5LF.vae.4838_k141_132301.region001	k141_132301	k141_132301	ranthipeptide	RiPPs		
PN5LF.vae.48880_k141_654331.region001	k141_654331	k141_654331	ranthipeptide	RiPPs		
PN5LF.vae.5054_k141_435166.region001	k141_435166	k141_435166	ladderane	Others		
PN5LF.vae.5367_k141_324447.region001	k141_324447	k141_324447	RRE-containing	RiPPs		
PN5LF.vae.5367_k141_448101.region001	k141_448101	k141_448101	RRE-containing	RiPPs		
PN5LF.vae.6118_k141_696516.region001	k141_696516	k141_696516	ranthipeptide	RiPPs		
PN5LF.vae.7142_k141_312537.region001	k141_312537	k141_312537	NRPS-like	NRPS		
PN5LF.vae.94903_k141_292820.region001	k141_292820	k141_292820	cyclic-lactone-autoinducer	RiPPs		
PN5LG.bin.109_k141_659186.region001	k141_659186	k141_659186	ranthipeptide	RiPPs		
PN5LG.bin.131_k141_34759.region001	k141_34759	k141_34759	ranthipeptide	RiPPs		
PN5LG.bin.134_k141_151577.region001	k141_151577	k141_151577	arylpolyene	Others		
PN5LG.bin.134_k141_61786.region001	k141_61786	k141_61786	arylpolyene	Others		
PN5LG.bin.35_k141_879362.region001	k141_879362	k141_879362	ranthipeptide	RiPPs		
PN5LG.bin.65_k141_172889.region001	k141_172889	k141_172889	ranthipeptide	RiPPs		
PN5LG.bin.65_k141_277561.region001	k141_277561	k141_277561	NRPS-like	NRPS		
PN5LG.bin.65_k141_285443.region001	k141_285443	k141_285443	cyclic-lactone-autoinducer	RiPPs		
PN5LG.bin.65_k141_325301.region001	k141_325301	k141_325301	cyclic-lactone-autoinducer	RiPPs		
PN5LG.bin.65_k141_340733.region001	k141_340733	k141_340733	betalactone	Others		
PN5LG.bin.65_k141_776401.region001	k141_776401	k141_776401	NRPS-like	NRPS		
PN5LG.vae.10074_k141_715212.region001	k141_715212	k141_715212	RRE-containing	RiPPs		
PN5LG.vae.10074_k141_778248.region001	k141_778248	k141_778248	ranthipeptide	RiPPs		
PN5LG.vae.12789_k141_142790.region001	k141_142790	k141_142790	ranthipeptide	RiPPs		
PN5LG.vae.12789_k141_738608.region001	k141_738608	k141_738608	RRE-containing	RiPPs		
PN5LG.vae.12789_k141_822458.region001	k141_822458	k141_822458	RRE-containing	RiPPs		
PN5LG.vae.1477_k141_332119.region001	k141_332119	k141_332119	betalactone	Others		
PN5LG.vae.1874_k141_755060.region001	k141_755060	k141_755060	ranthipeptide	RiPPs		
PN5LG.vae.1929_k141_84384.region001	k141_84384	k141_84384	ranthipeptide	RiPPs		
PN5LG.vae.26407_k141_172447.region001	k141_172447	k141_172447	betalactone	Others		
PN5LG.vae.3888_k141_109682.region001	k141_109682	k141_109682	cyclic-lactone-autoinducer	RiPPs		
PN5LG.vae.3888_k141_154508.region001	k141_154508	k141_154508	cyclic-lactone-autoinducer	RiPPs		
PN5LG.vae.3888_k141_214767.region001	k141_214767	k141_214767	cyclic-lactone-autoinducer	RiPPs		
PN5LG.vae.3888_k141_521968.region001	k141_521968	k141_521968	ranthipeptide	RiPPs		
PN5LG.vae.44227_k141_640789.region001	k141_640789	k141_640789	ranthipeptide	RiPPs		
PN5LG.vae.5964_k141_822315.region001	k141_822315	k141_822315	RRE-containing	RiPPs		
PN5LG.vae.605_k141_542578.region001	k141_542578	k141_542578	cyclic-lactone-autoinducer	RiPPs		
PN5LG.vae.6398_k141_110228.region001	k141_110228	k141_110228	RRE-containing	RiPPs		
PN5LG.vae.837_k141_444786.region001	k141_444786	k141_444786	ranthipeptide	RiPPs		
PN5LG.vae.9148_k141_151400.region001	k141_151400	k141_151400	RRE-containing	RiPPs		
PN5LG.vae.9148_k141_849124.region001	k141_849124	k141_849124	ranthipeptide	RiPPs		
PN5LG.vae.9777_k141_211937.region001	k141_211937	k141_211937	oligosaccharide.ranthipeptide	Others		
PN5LG.vae.9777_k141_877652.region001	k141_877652	k141_877652	cyclic-lactone-autoinducer	RiPPs		
PN5LH.bin.144_k141_436260.region001	k141_436260	k141_436260	cyclic-lactone-autoinducer	RiPPs		
PN5LH.bin.17_k141_279498.region001	k141_279498	k141_279498	thiopeptide	RiPPs		
PN5LH.bin.17_k141_676038.region001	k141_676038	k141_676038	arylpolyene	Others		
PN5LH.bin.17_k141_79374.region001	k141_79374	k141_79374	NRPS.T1PKS	PKS-NRP_Hybrids		
PN5LH.bin.251_k141_599580.region001	k141_599580	k141_599580	RRE-containing	RiPPs		
PN5LH.bin.87_k141_690315.region001	k141_690315	k141_690315	ranthipeptide	RiPPs		
PN5LH.vae.12128_k141_518301.region001	k141_518301	k141_518301	ranthipeptide	RiPPs		
PN5LH.vae.12128_k141_524099.region001	k141_524099	k141_524099	RRE-containing	RiPPs		
PN5LH.vae.12128_k141_656116.region001	k141_656116	k141_656116	NRPS	NRPS		
PN5LH.vae.14841_k141_723077.region001	k141_723077	k141_723077	ranthipeptide	RiPPs		
PN5LH.vae.17356_k141_356573.region001	k141_356573	k141_356573	betalactone	Others		
PN5LH.vae.17356_k141_567527.region001	k141_567527	k141_567527	ranthipeptide	RiPPs		
PN5LH.vae.27548_k141_331585.region001	k141_331585	k141_331585	RRE-containing	RiPPs		
PN5LH.vae.5910_k141_484723.region001	k141_484723	k141_484723	cyclic-lactone-autoinducer	RiPPs		
PN5LH.vae.5949_k141_608003.region001	k141_608003	k141_608003	ranthipeptide	RiPPs		
PN5LH.vae.64798_k141_214078.region001	k141_214078	k141_214078	cyclic-lactone-autoinducer	RiPPs		
PN5LH.vae.64798_k141_606520.region001	k141_606520	k141_606520	ranthipeptide	RiPPs		
PN5LH.vae.8879_k141_280448.region001	k141_280448	k141_280448	RRE-containing	RiPPs		
PN5LH.vae.8879_k141_735978.region001	k141_735978	k141_735978	arylpolyene	Others		
PN5LH.vae.8879_k141_90984.region001	k141_90984	k141_90984	arylpolyene	Others		
PN5RA.bin.104_k141_117239.region001	k141_117239	k141_117239	RRE-containing	RiPPs		
PN5RA.bin.104_k141_456303.region001	k141_456303	k141_456303	RRE-containing	RiPPs		
PN5RA.bin.197_k141_194575.region001	k141_194575	k141_194575	ranthipeptide	RiPPs		
PN5RA.bin.203_k141_860583.region001	k141_860583	k141_860583	lassopeptide	RiPPs		
PN5RA.bin.203_k141_908341.region001	k141_908341	k141_908341	ranthipeptide	RiPPs		
PN5RA.bin.218_k141_1107034.region001	k141_1107034	k141_1107034	RRE-containing	RiPPs		
PN5RA.bin.234_k141_1058254.region001	k141_1058254	k141_1058254	RRE-containing	RiPPs		
PN5RA.bin.234_k141_702331.region001	k141_702331	k141_702331	RRE-containing	RiPPs		
PN5RA.bin.234_k141_934609.region001	k141_934609	k141_934609	RRE-containing	RiPPs		
PN5RA.bin.253_k141_281943.region001	k141_281943	k141_281943	ranthipeptide	RiPPs		
PN5RA.bin.253_k141_552532.region001	k141_552532	k141_552532	RRE-containing	RiPPs		
PN5RA.bin.253_k141_686603.region001	k141_686603	k141_686603	RiPP-like	RiPPs		
PN5RA.bin.269_k141_758582.region001	k141_758582	k141_758582	betalactone	Others		
PN5RA.bin.269_k141_869412.region001	k141_869412	k141_869412	ranthipeptide	RiPPs		
PN5RA.bin.270_k141_650330.region001	k141_650330	k141_650330	ranthipeptide	RiPPs		
PN5RA.bin.273_k141_288190.region001	k141_288190	k141_288190	ranthipeptide	RiPPs		
PN5RA.bin.281_k141_432683.region001	k141_432683	k141_432683	RRE-containing	RiPPs		
PN5RA.bin.286_k141_221628.region001	k141_221628	k141_221628	RRE-containing	RiPPs		
PN5RA.bin.286_k141_747428.region001	k141_747428	k141_747428	ranthipeptide	RiPPs		
PN5RA.bin.286_k141_894597.region001	k141_894597	k141_894597	RRE-containing	RiPPs		
PN5RA.bin.305_k141_915129.region001	k141_915129	k141_915129	arylpolyene	Others		
PN5RA.bin.36_k141_302689.region001	k141_302689	k141_302689	arylpolyene	Others		
PN5RA.bin.36_k141_620455.region001	k141_620455	k141_620455	RRE-containing	RiPPs		
PN5RA.bin.36_k141_912139.region001	k141_912139	k141_912139	arylpolyene	Others		
PN5RA.bin.56_k141_671586.region001	k141_671586	k141_671586	betalactone	Others		
PN5RA.bin.5_k141_923375.region001	k141_923375	k141_923375	NRPS	NRPS		
PN5RA.bin.6_k141_137706.region001	k141_137706	k141_137706	arylpolyene	Others		
PN5RA.bin.6_k141_539207.region001	k141_539207	k141_539207	arylpolyene	Others		
PN5RA.bin.70_k141_957152.region001	k141_957152	k141_957152	NRPS	NRPS		
PN5RA.bin.82_k141_298666.region001	k141_298666	k141_298666	cyclic-lactone-autoinducer	RiPPs		
PN5RA.bin.82_k141_952973.region001	k141_952973	k141_952973	ranthipeptide	RiPPs		
PN5RA.bin.82_k141_999089.region001	k141_999089	k141_999089	NRPS-like	NRPS		
PN5RA.bin.82_k141_999089.region002	k141_999089	k141_999089	betalactone	Others		
PN5RA.bin.8_k141_1035003.region001	k141_1035003	k141_1035003	RRE-containing	RiPPs		
PN5RA.bin.8_k141_436926.region001	k141_436926	k141_436926	ranthipeptide	RiPPs		
PN5RA.vae.103884_k141_691023.region001	k141_691023	k141_691023	ranthipeptide	RiPPs		
PN5RA.vae.11471_k141_1120775.region001	k141_1120775	k141_1120775	ranthipeptide	RiPPs		
PN5RA.vae.11471_k141_126481.region001	k141_126481	k141_126481	RRE-containing	RiPPs		
PN5RA.vae.11471_k141_544686.region001	k141_544686	k141_544686	RRE-containing	RiPPs		
PN5RA.vae.14566_k141_737107.region001	k141_737107	k141_737107	RRE-containing	RiPPs		
PN5RA.vae.15715_k141_834261.region001	k141_834261	k141_834261	NRPS	NRPS		
PN5RA.vae.16328_k141_123043.region001	k141_123043	k141_123043	RRE-containing	RiPPs		
PN5RA.vae.16328_k141_180652.region001	k141_180652	k141_180652	RRE-containing	RiPPs		
PN5RA.vae.21061_k141_141983.region001	k141_141983	k141_141983	cyclic-lactone-autoinducer	RiPPs		
PN5RA.vae.21980_k141_172537.region001	k141_172537	k141_172537	arylpolyene	Others		
PN5RA.vae.24964_k141_1051451.region001	k141_1051451	k141_1051451	NRPS-like	NRPS		
PN5RA.vae.24964_k141_232315.region001	k141_232315	k141_232315	RRE-containing	RiPPs		
PN5RA.vae.24964_k141_968866.region001	k141_968866	k141_968866	RRE-containing	RiPPs		
PN5RA.vae.25367_k141_784211.region001	k141_784211	k141_784211	ranthipeptide	RiPPs		
PN5RA.vae.27011_k141_47674.region001	k141_47674	k141_47674	ranthipeptide	RiPPs		
PN5RA.vae.27029_k141_975210.region001	k141_975210	k141_975210	RRE-containing	RiPPs		
PN5RA.vae.2887_k141_418170.region001	k141_418170	k141_418170	ranthipeptide	RiPPs		
PN5RA.vae.29304_k141_1119908.region001	k141_1119908	k141_1119908	RRE-containing	RiPPs		
PN5RA.vae.29304_k141_1149936.region001	k141_1149936	k141_1149936	RRE-containing	RiPPs		
PN5RA.vae.35320_k141_1097163.region001	k141_1097163	k141_1097163	RRE-containing	RiPPs		
PN5RA.vae.35320_k141_291925.region001	k141_291925	k141_291925	RRE-containing	RiPPs		
PN5RA.vae.35320_k141_525692.region001	k141_525692	k141_525692	RRE-containing	RiPPs		
PN5RA.vae.35320_k141_747428.region001	k141_747428	k141_747428	ranthipeptide	RiPPs		
PN5RA.vae.36318_k141_194721.region001	k141_194721	k141_194721	ranthipeptide	RiPPs		
PN5RA.vae.36318_k141_420225.region001	k141_420225	k141_420225	RRE-containing	RiPPs		
PN5RA.vae.39830_k141_583354.region001	k141_583354	k141_583354	cyclic-lactone-autoinducer	RiPPs		
PN5RA.vae.42408_k141_66907.region001	k141_66907	k141_66907	cyclic-lactone-autoinducer	RiPPs		
PN5RA.vae.48044_k141_741535.region001	k141_741535	k141_741535	cyclic-lactone-autoinducer	RiPPs		
PN5RA.vae.5961_k141_473313.region001	k141_473313	k141_473313	RRE-containing	RiPPs		
PN5RA.vae.596_k141_1095307.region001	k141_1095307	k141_1095307	betalactone	Others		
PN5RA.vae.596_k141_253486.region001	k141_253486	k141_253486	NRPS	NRPS		
PN5RA.vae.596_k141_678228.region001	k141_678228	k141_678228	ranthipeptide	RiPPs		
PN5RA.vae.6005_k141_335422.region001	k141_335422	k141_335422	RRE-containing	RiPPs		
PN5RA.vae.6005_k141_951284.region001	k141_951284	k141_951284	ranthipeptide	RiPPs		
PN5RA.vae.67410_k141_1023748.region001	k141_1023748	k141_1023748	NRPS	NRPS		
PN5RA.vae.67410_k141_852667.region001	k141_852667	k141_852667	cyclic-lactone-autoinducer	RiPPs		
PN5RA.vae.9904_k141_364503.region001	k141_364503	k141_364503	RRE-containing	RiPPs		
PN5RA.vae.9904_k141_469181.region001	k141_469181	k141_469181	ranthipeptide	RiPPs		
PN5RA.vae.9904_k141_566564.region001	k141_566564	k141_566564	RRE-containing	RiPPs		
PN5RA.vae.99818_k141_971108.region001	k141_971108	k141_971108	RRE-containing	RiPPs		
PN5RB.bin.10_k141_917579.region001	k141_917579	k141_917579	NRPS-like	NRPS		
PN5RB.bin.12_k141_778015.region001	k141_778015	k141_778015	ranthipeptide	RiPPs		
PN5RB.bin.180_k141_813603.region001	k141_813603	k141_813603	NRPS	NRPS		
PN5RB.bin.187_k141_771726.region001	k141_771726	k141_771726	RRE-containing	RiPPs		
PN5RB.bin.210_k141_770893.region001	k141_770893	k141_770893	ranthipeptide	RiPPs		
PN5RB.bin.216_k141_727753.region001	k141_727753	k141_727753	betalactone	Others		
PN5RB.bin.219_k141_964440.region001	k141_964440	k141_964440	RRE-containing	RiPPs		
PN5RB.bin.241_k141_134014.region001	k141_134014	k141_134014	RRE-containing	RiPPs		
PN5RB.bin.241_k141_204626.region001	k141_204626	k141_204626	ranthipeptide	RiPPs		
PN5RB.bin.241_k141_721663.region001	k141_721663	k141_721663	RRE-containing	RiPPs		
PN5RB.bin.253_k141_827246.region001	k141_827246	k141_827246	ranthipeptide	RiPPs		
PN5RB.bin.25_k141_263178.region001	k141_263178	k141_263178	ranthipeptide	RiPPs		
PN5RB.bin.25_k141_767866.region001	k141_767866	k141_767866	ranthipeptide	RiPPs		
PN5RB.bin.277_k141_110238.region001	k141_110238	k141_110238	RRE-containing	RiPPs		
PN5RB.bin.277_k141_13534.region001	k141_13534	k141_13534	ranthipeptide	RiPPs		
PN5RB.bin.277_k141_271592.region001	k141_271592	k141_271592	NRPS	NRPS		
PN5RB.bin.277_k141_870898.region001	k141_870898	k141_870898	RRE-containing	RiPPs		
PN5RB.bin.27_k141_165031.region001	k141_165031	k141_165031	RRE-containing	RiPPs		
PN5RB.bin.45_k141_355398.region001	k141_355398	k141_355398	RRE-containing	RiPPs		
PN5RB.bin.45_k141_931189.region001	k141_931189	k141_931189	RRE-containing	RiPPs		
PN5RB.bin.46_k141_613816.region001	k141_613816	k141_613816	ranthipeptide	RiPPs		
PN5RB.bin.65_k141_591158.region001	k141_591158	k141_591158	ranthipeptide	RiPPs		
PN5RB.vae.10478_k141_371731.region001	k141_371731	k141_371731	arylpolyene	Others		
PN5RB.vae.11516_k141_289099.region001	k141_289099	k141_289099	lanthipeptide-class-ii	RiPPs		
PN5RB.vae.11516_k141_453955.region001	k141_453955	k141_453955	RRE-containing	RiPPs		
PN5RB.vae.11516_k141_888789.region001	k141_888789	k141_888789	NRPS	NRPS		
PN5RB.vae.12922_k141_158979.region001	k141_158979	k141_158979	RRE-containing	RiPPs		
PN5RB.vae.16003_k141_606074.region001	k141_606074	k141_606074	RRE-containing	RiPPs		
PN5RB.vae.16003_k141_978792.region001	k141_978792	k141_978792	arylpolyene	Others		
PN5RB.vae.17155_k141_851487.region001	k141_851487	k141_851487	RRE-containing	RiPPs		
PN5RB.vae.19792_k141_599419.region001	k141_599419	k141_599419	RRE-containing	RiPPs		
PN5RB.vae.20576_k141_589252.region001	k141_589252	k141_589252	RRE-containing	RiPPs		
PN5RB.vae.23777_k141_78557.region001	k141_78557	k141_78557	ranthipeptide	RiPPs		
PN5RB.vae.2418_k141_373451.region001	k141_373451	k141_373451	ranthipeptide	RiPPs		
PN5RB.vae.242_k141_498427.region001	k141_498427	k141_498427	terpene	Terpene		
PN5RB.vae.25072_k141_380263.region001	k141_380263	k141_380263	ranthipeptide	RiPPs		
PN5RB.vae.3052_k141_509577.region001	k141_509577	k141_509577	RRE-containing	RiPPs		
PN5RB.vae.3052_k141_510624.region001	k141_510624	k141_510624	arylpolyene	Others		
PN5RB.vae.3052_k141_598433.region001	k141_598433	k141_598433	arylpolyene	Others		
PN5RB.vae.38219_k141_325916.region001	k141_325916	k141_325916	RRE-containing	RiPPs		
PN5RB.vae.38219_k141_643323.region001	k141_643323	k141_643323	arylpolyene	Others		
PN5RB.vae.4663_k141_176834.region001	k141_176834	k141_176834	RRE-containing	RiPPs		
PN5RB.vae.46801_k141_230209.region001	k141_230209	k141_230209	NRPS	NRPS		
PN5RB.vae.46801_k141_89776.region001	k141_89776	k141_89776	ranthipeptide	RiPPs		
PN5RB.vae.542_k141_191525.region001	k141_191525	k141_191525	ranthipeptide	RiPPs		
PN5RB.vae.542_k141_41893.region001	k141_41893	k141_41893	RRE-containing	RiPPs		
PN5RB.vae.542_k141_932127.region001	k141_932127	k141_932127	RRE-containing	RiPPs		
PN5RB.vae.5788_k141_361230.region001	k141_361230	k141_361230	betalactone	Others		
PN5RB.vae.5788_k141_501386.region001	k141_501386	k141_501386	ranthipeptide	RiPPs		
PN5RB.vae.7162_k141_1002638.region001	k141_1002638	k141_1002638	cyclic-lactone-autoinducer	RiPPs		
PN5RB.vae.7162_k141_209651.region001	k141_209651	k141_209651	thiopeptide	RiPPs		
PN5RB.vae.7162_k141_95587.region001	k141_95587	k141_95587	NRPS	NRPS		
PN5RB.vae.72026_k141_379725.region001	k141_379725	k141_379725	RRE-containing	RiPPs		
PN5RC.bin.11_k141_92774.region001	k141_92774	k141_92774	NRPS-like	NRPS		
PN5RC.bin.138_k141_580601.region001	k141_580601	k141_580601	RRE-containing	RiPPs		
PN5RC.bin.153_k141_130893.region001	k141_130893	k141_130893	arylpolyene	Others		
PN5RC.bin.165_k141_157123.region001	k141_157123	k141_157123	ranthipeptide	RiPPs		
PN5RC.bin.168_k141_544283.region001	k141_544283	k141_544283	RRE-containing	RiPPs		
PN5RC.bin.173_k141_307568.region001	k141_307568	k141_307568	proteusin.RiPP-like	RiPPs		
PN5RC.bin.173_k141_71422.region001	k141_71422	k141_71422	ranthipeptide	RiPPs		
PN5RC.bin.200_k141_284259.region001	k141_284259	k141_284259	NRPS	NRPS		
PN5RC.bin.200_k141_464631.region001	k141_464631	k141_464631	cyclic-lactone-autoinducer	RiPPs		
PN5RC.bin.200_k141_590089.region001	k141_590089	k141_590089	cyclic-lactone-autoinducer	RiPPs		
PN5RC.bin.202_k141_125696.region001	k141_125696	k141_125696	ranthipeptide	RiPPs		
PN5RC.bin.202_k141_35395.region001	k141_35395	k141_35395	RRE-containing	RiPPs		
PN5RC.bin.202_k141_52898.region001	k141_52898	k141_52898	cyclic-lactone-autoinducer	RiPPs		
PN5RC.bin.215_k141_21690.region001	k141_21690	k141_21690	RRE-containing	RiPPs		
PN5RC.bin.237_k141_190730.region001	k141_190730	k141_190730	RRE-containing	RiPPs		
PN5RC.bin.237_k141_66045.region001	k141_66045	k141_66045	ranthipeptide	RiPPs		
PN5RC.bin.266_k141_215510.region001	k141_215510	k141_215510	cyclic-lactone-autoinducer	RiPPs		
PN5RC.bin.26_k141_195852.region001	k141_195852	k141_195852	NRPS	NRPS		
PN5RC.bin.26_k141_516188.region001	k141_516188	k141_516188	cyclic-lactone-autoinducer	RiPPs		
PN5RC.bin.26_k141_5669.region001	k141_5669	k141_5669	thiopeptide	RiPPs		
PN5RC.bin.67_k141_351146.region001	k141_351146	k141_351146	betalactone	Others		
PN5RC.bin.67_k141_622896.region001	k141_622896	k141_622896	RRE-containing	RiPPs		
PN5RC.bin.86_k141_191672.region001	k141_191672	k141_191672	RRE-containing	RiPPs		
PN5RC.bin.90_k141_1100.region001	k141_1100	k141_1100	NRPS-like	NRPS		
PN5RC.vae.10536_k141_280723.region001	k141_280723	k141_280723	ranthipeptide	RiPPs		
PN5RC.vae.10536_k141_314366.region001	k141_314366	k141_314366	cyclic-lactone-autoinducer	RiPPs		
PN5RC.vae.10536_k141_545501.region001	k141_545501	k141_545501	cyclic-lactone-autoinducer	RiPPs		
PN5RC.vae.10536_k141_84142.region001	k141_84142	k141_84142	cyclic-lactone-autoinducer	RiPPs		
PN5RC.vae.11842_k141_608417.region001	k141_608417	k141_608417	RRE-containing	RiPPs		
PN5RC.vae.11857_k141_445793.region001	k141_445793	k141_445793	ranthipeptide	RiPPs		
PN5RC.vae.12731_k141_124870.region001	k141_124870	k141_124870	ranthipeptide	RiPPs		
PN5RC.vae.12731_k141_498123.region001	k141_498123	k141_498123	ranthipeptide	RiPPs		
